,clean,corrupted,correct_idx,incorrect_idx
496,"After Laura and Amber went to the store, Amber gave a computer to","After Katherine and Michael went to the store, Christina gave a computer to",29828,7937
61,"Then, Elizabeth and Stephen had a long argument, and afterwards Stephen said to","Then, Sean and Brandon had a long argument, and afterwards Vanessa said to",20731,31766
85,"Then, Brandon and Michelle went to the garden. Michelle gave a necklace to","Then, Kyle and Kenneth went to the garden. Katie gave a necklace to",31766,48398
313,"Then, Sara and Erica went to the school. Erica gave a bone to","Then, David and Matthew went to the school. Jose gave a bone to",42920,18939
267,"When Crystal and Joshua got a basketball at the house, Crystal decided to give it to","When Jose and Brittany got a basketball at the house, Andrea decided to give it to",39492,10860
950,"Then, Timothy and James had a long argument, and afterwards James said to","Then, Joshua and Charles had a long argument, and afterwards Lauren said to",44468,14927
250,"Then, Anthony and Aaron went to the garden. Anthony gave a computer to","Then, Lisa and Rachel went to the garden. Melissa gave a computer to",25673,28556
333,"After Kyle and Allison went to the restaurant, Allison gave a drink to","After Timothy and Elizabeth went to the restaurant, Jeremy gave a drink to",30259,20731
456,"After Anthony and Benjamin went to the restaurant, Benjamin gave a kiss to","After Patrick and William went to the restaurant, Nicole gave a kiss to",20696,12375
750,"Then, Jennifer and Vanessa had a long argument, and afterwards Vanessa said to","Then, Allison and Robert had a long argument, and afterwards Kimberly said to",29650,8397
11,"Then, Tyler and Jonathan went to the school. Tyler gave a kiss to","Then, Richard and Erica went to the school. Jamie gave a kiss to",23269,11867
671,"Then, Cody and Kenneth had a long argument, and afterwards Cody said to","Then, Robert and Alicia had a long argument, and afterwards Lisa said to",48398,8397
902,"Then, Tiffany and Danielle had a long argument, and afterwards Tiffany said to","Then, Eric and Crystal had a long argument, and afterwards Adam said to",71616,16247
137,"When Nicole and Thomas got a drink at the station, Thomas decided to give it to","When Tiffany and John got a drink at the station, David decided to give it to",44030,3757
260,"When Travis and Jennifer got a necklace at the hospital, Jennifer decided to give it to","When Amanda and Lindsay got a necklace at the hospital, Matthew decided to give it to",40710,62784
698,"Then, Sarah and Thomas had a lot of fun at the station. Thomas gave a kiss to","Then, Amy and Andrew had a lot of fun at the station. Cody gave a kiss to",20445,13615
969,"Then, Scott and Dustin were working at the house. Dustin decided to give a basketball to","Then, Kevin and Jonathan were working at the house. Samantha decided to give a basketball to",9815,23269
199,"After Rachel and Amanda went to the house, Rachel gave a necklace to","After Kristen and Daniel went to the house, Shannon gave a necklace to",41759,76114
114,"Then, Laura and Katie were working at the office. Katie decided to give a bone to","Then, Eric and Brian were working at the office. Jesse decided to give a bone to",29828,17083
841,"Then, Kristen and Kevin were working at the store. Kevin decided to give a drink to","Then, Joshua and Lauren were working at the store. Michael decided to give a drink to",76114,42360
777,"When Jason and Stephen got a drink at the station, Jason decided to give it to","When Aaron and Andrew got a drink at the station, Patrick decided to give it to",18095,25673
449,"Then, Brandon and Crystal were working at the store. Crystal decided to give a ring to","Then, Joseph and William were working at the store. Nicholas decided to give a ring to",31766,12375
787,"Then, Ryan and Sean went to the school. Ryan gave a bone to","Then, Bryan and Eric went to the school. Aaron gave a bone to",24995,36353
372,"Then, William and Scott had a long argument, and afterwards William said to","Then, William and Tyler had a long argument, and afterwards Travis said to",9815,12375
951,"Then, Alicia and Travis had a long argument, and afterwards Alicia said to","Then, Kenneth and Katherine had a long argument, and afterwards Cody said to",40710,48398
608,"When Christina and Gregory got a kiss at the store, Gregory decided to give it to","When Vanessa and Jennifer got a kiss at the store, Christine decided to give it to",59671,29650
681,"Then, Travis and Emily had a lot of fun at the store. Travis gave a necklace to","Then, David and Vanessa had a lot of fun at the store. Brittany gave a necklace to",34166,6798
17,"Then, Kelly and Bradley had a lot of fun at the restaurant. Kelly gave a computer to","Then, Katie and Jonathan had a lot of fun at the restaurant. Michael gave a computer to",36448,44463
274,"After Crystal and David went to the office, Crystal gave a snack to","After Shannon and Christopher went to the office, Kevin gave a snack to",6798,53663
32,"Then, Stephanie and Vanessa went to the station. Stephanie gave a ring to","Then, Erin and Kelly went to the station. Paul gave a ring to",70519,55814
168,"Then, Cody and Bryan had a lot of fun at the store. Bryan gave a bone to","Then, Jamie and Timothy had a lot of fun at the store. Paul gave a bone to",57282,44468
578,"When Anthony and Jamie got a necklace at the hospital, Jamie decided to give it to","When Elizabeth and Sean got a necklace at the hospital, Travis decided to give it to",20696,24995
597,"After Justin and Brittany went to the garden, Justin gave a snack to","After Jose and Travis went to the garden, Brittany gave a snack to",88154,10860
919,"Then, Daniel and Alexander went to the garden. Daniel gave a necklace to","Then, David and James went to the garden. Christine gave a necklace to",20042,6798
979,"Then, Gregory and Katherine were working at the school. Gregory decided to give a necklace to","Then, Samuel and Daniel were working at the school. Elizabeth decided to give a necklace to",61326,31907
974,"Then, Jason and Erica went to the store. Jason gave a computer to","Then, Matthew and Kristen went to the store. Alicia gave a computer to",91835,18939
21,"Then, Benjamin and Vanessa had a long argument, and afterwards Benjamin said to","Then, Samantha and Andrew had a long argument, and afterwards Joseph said to",70519,62808
127,"Then, Alicia and David had a long argument, and afterwards David said to","Then, Anthony and Jessica had a long argument, and afterwards Bradley said to",78902,32367
115,"Then, Alexander and Andrew had a lot of fun at the house. Andrew gave a snack to","Then, Brian and Emily had a lot of fun at the house. Jason gave a snack to",20042,34166
669,"Then, Eric and Jessica were working at the restaurant. Jessica decided to give a kiss to","Then, Sara and Ryan were working at the restaurant. Angela decided to give a kiss to",16247,13646
204,"Then, Samuel and Emily had a long argument, and afterwards Emily said to","Then, Laura and Allison had a long argument, and afterwards Kristen said to",31907,62408
762,"When Courtney and Jessica got a computer at the restaurant, Courtney decided to give it to","When Megan and Ashley got a computer at the restaurant, Jose decided to give it to",32367,54529
767,"Then, Alicia and Heather had a lot of fun at the restaurant. Heather gave a necklace to","Then, Joseph and Brian had a lot of fun at the restaurant. Mary gave a necklace to",78902,17083
533,"Then, Matthew and Anthony had a long argument, and afterwards Matthew said to","Then, Tiffany and Andrew had a long argument, and afterwards Benjamin said to",20696,67473
574,"After Jason and Katie went to the restaurant, Katie gave a bone to","After Jonathan and Adam went to the restaurant, Christopher gave a bone to",18477,15037
247,"Then, Christopher and Brandon were working at the garden. Christopher decided to give a necklace to","Then, Travis and Andrea were working at the garden. Christine decided to give a necklace to",31766,40710
383,"Then, Jeremy and Heather were thinking about going to the office. Jeremy wanted to give a basketball to","Then, Katherine and Bradley were thinking about going to the office. Kimberly wanted to give a basketball to",46263,61326
507,"When Travis and Joseph got a kiss at the restaurant, Travis decided to give it to","When Christopher and Jose got a kiss at the restaurant, Jessica decided to give it to",15115,24986
80,"Then, Christopher and Alicia went to the house. Alicia gave a necklace to","Then, Cody and Jason went to the house. Christina gave a necklace to",24986,18477
33,"After Matthew and Tiffany went to the garden, Tiffany gave a snack to","After Daniel and Michelle went to the garden, Christopher gave a snack to",18939,32026
107,"Then, Kimberly and Christopher were working at the garden. Christopher decided to give a bone to","Then, Crystal and Bradley were working at the garden. Katherine decided to give a bone to",85653,36448
943,"After Robert and Lindsey went to the restaurant, Lindsey gave a basketball to","After Jose and Alicia went to the restaurant, Angela gave a basketball to",8397,78902
409,"Then, Andrea and Benjamin went to the school. Benjamin gave a bone to","Then, Crystal and Mark went to the school. Katie gave a bone to",40084,4389
